transcript_id,n_studies,median_log2fc,direction_consistency,combined_p,significant_fraction,evidence_score,ad_dysregulated
PRMT8,3,-0.4689841080441814,1.0,0.0008326505943391167,0.3333333333333333,0.3908200900368178,1
CHST6,3,0.7783555763749188,1.0,0.010110286386302625,0.0,0.3891777881874594,1
SUN2,2,0.7772294462906006,1.0,0.0048929925301237544,0.0,0.3886147231453003,1
RNF165,2,-0.3881385973509519,1.0,0.002615136260591225,0.5,0.3881385973509519,1
PPFIBP2,3,0.4652666092058615,1.0,0.014995611695914107,0.3333333333333333,0.3877221743382179,1
CCK,3,-0.774910932038023,1.0,0.019611051785559216,0.0,0.3874554660190115,1
TRAF3IP2-AS1,2,0.3871249913794687,1.0,0.0008767648799507941,0.5,0.3871249913794687,1
CACNG3,3,-0.773412703680207,1.0,0.025589180093243066,0.0,0.3867063518401035,1
PRDX2,3,-0.4619312671465367,1.0,0.0093910965476586,0.3333333333333333,0.3849427226221139,1
ADGRA1,2,-0.7666020077647631,1.0,0.0005924882306940418,0.0,0.38330100388238153,1
EFHD1,3,0.7651507034057117,1.0,0.017436301787000907,0.0,0.38257535170285584,1
GSS,3,-0.4582173553149129,1.0,0.003794674239397754,0.3333333333333333,0.38184779609576075,1
HTR3B,3,-0.7619581230560679,1.0,0.006023206096324778,0.0,0.38097906152803396,1
CHST3,3,0.7616076774245943,1.0,0.013651575161533234,0.0,0.38080383871229717,1
SNORA3B,2,0.7602904780882663,1.0,0.035857606641960124,0.0,0.38014523904413317,1
FAM222A,2,0.7587443009876642,1.0,0.005914685984804627,0.0,0.3793721504938321,1
C1orf111,2,0.37773662338784275,1.0,0.00042593624333183875,0.5,0.37773662338784275,1
FAM86HP,2,-0.37587009626751144,1.0,0.0013661131368916776,0.5,0.37587009626751144,1
C9orf84,2,0.7473144857346503,1.0,0.0040445015064939005,0.0,0.37365724286732516,1
ARSG,3,-0.4478524604108647,1.0,0.0023005548759303775,0.3333333333333333,0.3732103836757205,1
CSF1,3,0.7460248745297351,1.0,0.0033970653980611304,0.0,0.37301243726486755,1
TRIP10,3,0.7439167874549166,1.0,0.03015210187310339,0.0,0.3719583937274583,1
OPN3,3,-0.4447787373602847,1.0,0.0029726126616299465,0.3333333333333333,0.3706489478002372,1
UHRF1,3,0.7388361900380738,1.0,0.009166183812343716,0.0,0.3694180950190369,1
ARAP1,2,0.3684320508057605,1.0,0.0036601877133857286,0.5,0.3684320508057605,1
RNF144A,3,0.4420005627060126,1.0,0.00010023522708143626,0.3333333333333333,0.3683338022550105,1
TOB2,3,0.4393579724196463,1.0,0.0004894515004810255,0.3333333333333333,0.3661316436830386,1
HES5,3,-0.731333384497683,1.0,0.01913614405556497,0.0,0.3656666922488415,1
LRRC73,2,-0.7310604082431856,1.0,0.003546120971413218,0.0,0.3655302041215928,1
