study_id,transcript_id,log2fc,pvalue,padj,n_ad,n_control
GSE159699,KLF15,1.1953694917155655,6.758377836592375e-08,0.0015683491607596264,12,10
GSE159699,RPH3A,-1.5832182897068794,4.5711176322266636e-07,0.003535911859115065,12,10
GSE159699,DUSP6,-0.8585677226327464,3.646572791079517e-07,0.003535911859115065,12,10
GSE159699,VGF,-2.244705728877883,1.1131997075295124e-06,0.005692806873660736,12,10
GSE159699,ACO2,-0.46302420934129085,1.2265808139405187e-06,0.005692806873660736,12,10
GSE159699,DHRS11,-0.9796887109708723,1.5161813973318664e-06,0.005864084251080548,12,10
GSE159699,TXN2,-0.3122461331559814,2.019576885678098e-06,0.006695185887006564,12,10
GSE159699,RBM48,0.7384573291182281,3.5858431591021606e-06,0.007408301446959655,12,10
GSE159699,ABCC12,-1.1070925189950207,5.3295155992312424e-06,0.007408301446959655,12,10
GSE159699,RABEPK,-0.4381732736577275,4.773222621883722e-06,0.007408301446959655,12,10
GSE159699,USP31,0.608829860057698,5.306466525460376e-06,0.007408301446959655,12,10
GSE159699,C1orf226,0.7213050851058598,5.427093191343366e-06,0.007408301446959655,12,10
GSE159699,AGAP1,0.38344632928340694,3.196416221995326e-06,0.007408301446959655,12,10
GSE159699,RAF1,0.3696577092418982,3.6426216041136435e-06,0.007408301446959655,12,10
GSE159699,TRAPPC1,-0.4969168893680225,3.972993482870462e-06,0.007408301446959655,12,10
GSE159699,NEUROD6,-1.6113538152948044,5.3073355003063985e-06,0.007408301446959655,12,10
GSE159699,HP1BP3,0.4607508690946691,2.563431285745977e-06,0.007408301446959655,12,10
GSE159699,CDC26,0.48018475254547766,6.12030603380447e-06,0.007538083393035355,12,10
GSE159699,KCNF1,-0.8520043551583596,6.496667579966694e-06,0.007538083393035355,12,10
GSE159699,PRKX,1.0485361376037847,6.459369103773839e-06,0.007538083393035355,12,10
GSE159699,DHRS7B,-0.4267596299072691,6.903433180085595e-06,0.00762862239890792,12,10
GSE159699,SGO1,0.936602729509576,8.077407175111498e-06,0.008149752648071192,12,10
GSE159699,ANAPC16,0.6435811573534265,8.06546590998156e-06,0.008149752648071192,12,10
GSE159699,HMGB3,-0.8177938250732302,8.673803990225783e-06,0.008386845641549146,12,10
GSE159699,SNORA25,0.6311555834009149,1.1542340489802852e-05,0.00962799054859893,12,10
GSE159699,CRY2,-0.524686667550494,1.1616984200670947e-05,0.00962799054859893,12,10
GSE159699,GNRH1,1.0576196546220977,1.0823817173269766e-05,0.00962799054859893,12,10
GSE159699,STARD10,0.6339094548715769,1.1561595096840475e-05,0.00962799054859893,12,10
GSE159699,PIWIL4,0.4677238014211591,1.5068036472347143e-05,0.009990538696493937,12,10
GSE159699,RNF169,0.4530423856696242,1.407711118593144e-05,0.009990538696493937,12,10
GSE159699,PPP4R3A,0.39809719530819443,1.4614278214129077e-05,0.009990538696493937,12,10
GSE159699,SSSCA1-AS1,0.46001082978019414,1.4701812193515083e-05,0.009990538696493937,12,10
GSE159699,HSPB3,-0.7679374591269806,1.3023027772569645e-05,0.009990538696493937,12,10
GSE159699,ZFYVE19,0.44505390365315556,1.3544591263135463e-05,0.009990538696493937,12,10
GSE159699,NFKBIA,0.7096005179057041,1.2632720256046249e-05,0.009990538696493937,12,10
GSE159699,ZBTB16,0.5316531154685737,1.6777512497151256e-05,0.010522674459699784,12,10
GSE159699,AUP1,0.45659154720784745,1.632841558782798e-05,0.010522674459699784,12,10
GSE159699,GTSE1-AS1,0.6470346245939295,1.740551542023673e-05,0.01053290358345393,12,10
GSE159699,LINC00898,-1.441568419481953,1.8155483208573524e-05,0.01053290358345393,12,10
GSE159699,PPP4R2,0.5481363103680428,1.7987403518472453e-05,0.01053290358345393,12,10
GSE159699,POLDIP3,0.41859697277683594,1.8644925180189648e-05,0.01055302765198734,12,10
GSE159699,LOC102724596,1.030031299554725,1.9904576181698427e-05,0.010997752258868898,12,10
GSE159699,FAM53B-AS1,0.9544856722822106,2.2117551790509933e-05,0.01193627690350171,12,10
GSE159699,SLC38A2,1.1258860577669934,2.4184671078293945e-05,0.012200640805280202,12,10
GSE159699,BEX5,-1.0826087587882713,2.3892879027870544e-05,0.012200640805280202,12,10
GSE159699,SLC6A9,1.0084959772115312,2.3975422969187358e-05,0.012200640805280202,12,10
GSE159699,SNRNP48,0.705324952045058,2.4844094330088216e-05,0.0122140135475214,12,10
GSE159699,ZBTB34,0.411731046128474,2.5263839105448043e-05,0.0122140135475214,12,10
GSE159699,GPRASP1,-0.7202194964325273,2.631902869502943e-05,0.01228146178076982,12,10
GSE159699,P2RX7,0.9578228264114745,2.6461824055782602e-05,0.01228146178076982,12,10
GSE159699,LOC100507599,-0.4108922183631598,2.8311093969254582e-05,0.012371770422400213,12,10
GSE159699,RNASEH2C,0.6047661826087234,2.9275391829630093e-05,0.012371770422400213,12,10
GSE159699,MED29,-0.4867085210009874,2.9322044869086082e-05,0.012371770422400213,12,10
GSE159699,CABYR,0.5359995823622654,2.744076020307778e-05,0.012371770422400213,12,10
GSE159699,TCEAL5,-0.7725599728243635,2.907148975318505e-05,0.012371770422400213,12,10
GSE159699,LINC00638,0.9614225441232098,3.107632319748083e-05,0.012533309790993326,12,10
GSE159699,PCSK1,-1.7467401571640813,3.1865262331664496e-05,0.012533309790993326,12,10
GSE159699,SH2D6,0.9466305218701083,3.119901157908652e-05,0.012533309790993326,12,10
GSE159699,RTF1,-0.5899946339033271,3.144503403656161e-05,0.012533309790993326,12,10
GSE159699,SEC22C,0.25547360296356025,3.2690721251315366e-05,0.012643681289300407,12,10
GSE159699,INSR,0.3559447558033382,3.483487709090305e-05,0.013252100947073709,12,10
GSE159699,ICA1,-0.7178147529099261,3.630112076083615e-05,0.013587158199612316,12,10
GSE159699,POGK,0.5841346662111926,3.946347717455641e-05,0.014115500326459586,12,10
GSE159699,TEKT2,0.6828558077581262,4.014578219194746e-05,0.014115500326459586,12,10
GSE159699,BEX3,-0.6302669538173422,4.0078461506891024e-05,0.014115500326459586,12,10
GSE159699,SIRT1,0.4916185313276653,3.950948820504328e-05,0.014115500326459586,12,10
GSE159699,CRH,-1.036925261482761,4.2976362047507876e-05,0.014348447015876648,12,10
GSE159699,PCDHGC5,-0.9325650613414549,4.243682983794446e-05,0.014348447015876648,12,10
GSE159699,CHRNA5,0.5296892524620618,4.328153456482656e-05,0.014348447015876648,12,10
GSE159699,LRIT1,0.30575579215568327,4.1975546094493556e-05,0.014348447015876648,12,10
GSE159699,KCNE5,-0.6987482339931027,4.495937406387435e-05,0.014694749782060116,12,10
GSE159699,ALG12,0.4719766933228602,4.727697301608439e-05,0.015045265245090086,12,10
GSE159699,LOC101928505,-0.3799118834391384,4.775023589498697e-05,0.015045265245090086,12,10
GSE159699,SLC25A30-AS1,0.36944605511882816,4.797680031615386e-05,0.015045265245090086,12,10
GSE159699,LOC101929054,0.5493668991734363,5.6601577711193644e-05,0.015311039115464593,12,10
GSE159699,BEND5,-0.5540665056942236,5.401556804872853e-05,0.015311039115464593,12,10
GSE159699,LOC101929544,-0.6624961468681771,5.579475458742493e-05,0.015311039115464593,12,10
GSE159699,FLJ37453,0.5363921751879741,5.674176350641882e-05,0.015311039115464593,12,10
GSE159699,NRN1,-1.1618047697106908,5.220368915372453e-05,0.015311039115464593,12,10
GSE159699,FAM162A,-0.6392690793332902,5.161319976530227e-05,0.015311039115464593,12,10
GSE159699,PCYOX1L,-0.847417410959554,5.608633667170573e-05,0.015311039115464593,12,10
GSE159699,CNMD,0.5656322215286933,5.332676125189219e-05,0.015311039115464593,12,10
GSE159699,NRSN2,-0.7101781639947049,5.383557670822768e-05,0.015311039115464593,12,10
GSE159699,GJA9-MYCBP,0.6735535078584888,5.459287184581309e-05,0.015311039115464593,12,10
GSE159699,SOWAHB,-1.3972325687017833,5.1949845649351224e-05,0.015311039115464593,12,10
GSE159699,C1orf111,0.6908983277545857,5.201745718067194e-05,0.015311039115464593,12,10
GSE159699,THCAT155,-0.900861910257182,5.742957335927476e-05,0.015318513556038277,12,10
GSE159699,ZXDC,0.32825166188153965,5.89862309714809e-05,0.015554937226411202,12,10
GSE159699,LOC105376772,0.3202841993107157,6.167860071366875e-05,0.01608217537259997,12,10
GSE159699,NHEJ1,0.4641438535257989,6.268339779644766e-05,0.01616256588071516,12,10
GSE159699,MDH1B,-0.7547571734769574,6.647200448249181e-05,0.016410099319369202,12,10
GSE159699,TOB2,0.7290088680478801,6.514542882933727e-05,0.016410099319369202,12,10
GSE159699,C7orf61,1.3346307021743726,6.582643143683509e-05,0.016410099319369202,12,10
GSE159699,ABCC2,0.9130950237278994,6.545191556462895e-05,0.016410099319369202,12,10
GSE159699,MAX,0.4707211905189146,6.960002137694351e-05,0.01657631383354018,12,10
GSE159699,RAMP2-AS1,0.6777856830030289,6.94261967330919e-05,0.01657631383354018,12,10
GSE159699,HINT2,-0.4837419130851268,6.983392582520468e-05,0.01657631383354018,12,10
GSE159699,TUBB1,0.8146883891234908,7.000253191790648e-05,0.01657631383354018,12,10
GSE159699,MPST,0.6632291452971337,7.103814252597413e-05,0.01665162763088642,12,10
GSE159699,FIBP,-0.5646696147735728,7.25673278724666e-05,0.016673241689192674,12,10
GSE159699,SMG5,0.46393855032927256,7.212540248707164e-05,0.016673241689192674,12,10
GSE159699,SLC7A9,0.6501409514862249,7.432091319220731e-05,0.016728623477130843,12,10
GSE159699,PNMA3,-1.2458131835423352,7.641274190191628e-05,0.016728623477130843,12,10
GSE159699,CYP2E1,-0.661604659109972,7.431447048458838e-05,0.016728623477130843,12,10
GSE159699,EP300,0.2885836025389299,7.518223461323283e-05,0.016728623477130843,12,10
GSE159699,CLEC2L,-0.9124708664015366,7.576636555557461e-05,0.016728623477130843,12,10
GSE159699,LOC101928238,-0.6412090906975001,7.717552861729709e-05,0.016737713243859777,12,10
GSE159699,ZNF701,0.6096642116528419,7.884503574182418e-05,0.01678603577453919,12,10
GSE159699,LBX2,0.7689519746861336,7.849426160355769e-05,0.01678603577453919,12,10
GSE159699,HEY1,-0.6479504883722642,7.989348493693078e-05,0.016854620104058325,12,10
GSE159699,MPO,-1.2875492461460514,8.326993128853466e-05,0.01714745954722581,12,10
GSE159699,KEAP1,0.29711279939841084,8.359799098342974e-05,0.01714745954722581,12,10
GSE159699,ZNF568,0.28509048010652815,8.240643158625996e-05,0.01714745954722581,12,10
GSE159699,FXYD7,-0.8458161054620899,8.423728296060254e-05,0.01714745954722581,12,10
GSE159699,CERS4,0.4181939389412719,8.661649582435469e-05,0.01720578268891225,12,10
GSE159699,MTHFD1,-0.39686244234548607,8.674810715344019e-05,0.01720578268891225,12,10
GSE159699,SPACA6P-AS,0.8634261268968277,8.557913106659752e-05,0.01720578268891225,12,10
GSE159699,PRKACA,-0.446890585788859,8.922965632065018e-05,0.01754799495404244,12,10
GSE159699,MRPS5,0.3234039109772846,9.891108830613118e-05,0.019127755960267334,12,10
GSE159699,DDOST,-0.342517239864371,9.888768574165122e-05,0.019127755960267334,12,10
GSE159699,C2orf16,-0.7327387730744586,0.0001008174941499696,0.019176809583968807,12,10
GSE159699,ESYT1,-0.3450773108293399,0.00010018584029624619,0.019176809583968807,12,10
GSE159699,KPTN,0.6899542232732028,0.00010269015527384396,0.019224022575485503,12,10
GSE159699,PRMT8,-1.1108494517520366,0.00010272252001035088,0.019224022575485503,12,10
GSE159699,ASS1,-0.5811611351927168,0.00010433668563830709,0.019229218683597494,12,10
GSE159699,MSL2,0.32101463492320104,0.00010440754779510835,0.019229218683597494,12,10
GSE159699,VPS25,-0.3873960351169248,0.00011118927982403659,0.02031699549288656,12,10
GSE159699,NAA16,0.5221373930118771,0.0001173712911547014,0.021189760962783535,12,10
GSE159699,SERPINA5,1.4790388355235347,0.00011779191434107887,0.021189760962783535,12,10
GSE159699,ABCC11,-0.6738893626457108,0.00012337399671104402,0.02168952248239763,12,10
GSE159699,CCDC113,-0.629409141496633,0.0001224893693219113,0.02168952248239763,12,10
GSE159699,PAN2,0.7773765589841597,0.0001215699917615521,0.02168952248239763,12,10
